"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","study_id","es_id","ni","author","transfer","test","allocation","comparison","baseline","age_group","mean_age_exp","mean_age_control","pop","year","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Bigorra et al. (2016) 2016",-0.0310251819286923,0.063935303122,"from_dataset",36,68,61,"Bigorra et al. (2016)","Far","Wisconsin Card Sorting Test (perseverative errors)","Random","Active",-0.166075973853588,"children","8.7899999999999991","9.0399999999999991","children with ADHD",2016,3.95484653551978,0.0310251819286923,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Bigorra et al. (2016) 2016",0.298865774331561,0.0715092783966504,"from_dataset",36,69,55,"Bigorra et al. (2016)","Far","Wisconsin Card Sorting Test (perseverative errors)","Random","Active",-0.165834057708366,"children","8.7899999999999991","9.0399999999999991","children with ADHD",2016,3.73954533164701,0.298865774331561,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Bigorra et al. (2016) 2016",-0.164706975035655,0.0652446218345178,"from_dataset",36,70,60,"Bigorra et al. (2016)","Far","Trail Making Test part B","Random","Active",-0.175676359851349,"children","8.7899999999999991","9.0399999999999991","children with ADHD",2016,3.91496281018794,0.164706975035655,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Bigorra et al. (2016) 2016",0.0287918276758073,0.0707048076536878,"from_dataset",36,71,55,"Bigorra et al. (2016)","Far","Trail Making Test part B","Random","Active",-0.175913074296697,"children","8.7899999999999991","9.0399999999999991","children with ADHD",2016,3.76075920715574,0.0287918276758073,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Bigorra et al. (2016) 2016",-0.129054937606315,0.0640639311138595,"from_dataset",36,72,61,"Bigorra et al. (2016)","Far","Reading comprehension of Canals","Random","Active",0.0868048092232952,"children","8.7899999999999991","9.0399999999999991","children with ADHD",2016,3.95087425688652,0.129054937606315,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Bigorra et al. (2016) 2016",-0.100464305896214,0.0707890268120359,"from_dataset",36,73,55,"Bigorra et al. (2016)","Far","Reading comprehension of Canals","Random","Active",0.0866600501242155,"children","8.7899999999999991","9.0399999999999991","children with ADHD",2016,3.75852141515628,0.100464305896214,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2011) 2011",0.448637339471088,0.166249775499759,"from_dataset",46,74,23,"Brehmer et al. (2011)","Near","Span board forward","Random","Active",-0.0581566921536598,"old","63.7; 60-70","63.7; 60-70","healthy older adults",2011,2.45255901388054,0.448637339471088,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2011) 2011",0.984470880878547,0.182943415780848,"from_dataset",46,75,23,"Brehmer et al. (2011)","Near","Span board backward","Random","Active",-0.524198780727538,"old","63.7; 60-70","63.7; 60-70","healthy older adults",2011,2.33798439534875,0.984470880878547,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2011) 2011",0.448806537149616,0.166253076487162,"from_dataset",46,76,23,"Brehmer et al. (2011)","Near","Digit span forward","Random","Active",0.314164576004731,"old","63.7; 60-70","63.7; 60-70","healthy older adults",2011,2.45253466573984,0.448806537149616,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2011) 2011",0.328958044361884,0.164226687077644,"from_dataset",46,77,23,"Brehmer et al. (2011)","Near","Digit span backward","Random","Active",0.0548263407269808,"old","63.7; 60-70","63.7; 60-70","healthy older adults",2011,2.46761916171002,0.328958044361884,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2011) 2011",0.861152934983771,0.1779956214794,"from_dataset",46,78,23,"Brehmer et al. (2011)","Near","PASAT","Random","Active",-0.567938285342057,"old","63.7; 60-70","63.7; 60-70","healthy older adults",2011,2.37025646817347,0.861152934983771,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2011) 2011",-0.281194854190552,0.163593146883576,"from_dataset",46,79,23,"Brehmer et al. (2011)","Far","Raven's progressive matrices","Random","Active",0.162797020847161,"old","63.7; 60-70","63.7; 60-70","healthy older adults",2011,2.47239266631571,0.281194854190552,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2011) 2011",0.537573153588332,0.16815650230609,"from_dataset",46,80,23,"Brehmer et al. (2011)","Near","RAVLT","Random","Active",-0.123296594859709,"old","63.7; 60-70","63.7; 60-70","healthy older adults",2011,2.43861458723555,0.537573153588332,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2011) 2011",0.0358873595917047,0.161902219852167,"from_dataset",46,81,23,"Brehmer et al. (2011)","Far","Stroop (RT)","Random","Active",0.333332141793221,"old","63.7; 60-70","63.7; 60-70","healthy older adults",2011,2.48527011932019,0.0358873595917047,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",0.775281726522424,0.0946033689033996,"from_dataset",13,82,45,"Brehmer et al. (2012)_S1","Near","Span Board Forward","Random","Active",-0.258427242174141,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.2512225529175,0.775281726522424,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",0.909663892452978,0.0971192204784341,"from_dataset",13,83,45,"Brehmer et al. (2012)_S1","Near","Span Board Forward","Random","Active",-0.258427242174141,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.2088351479935,0.909663892452978,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",0.343267529747294,0.0892341560311687,"from_dataset",13,84,45,"Brehmer et al. (2012)_S1","Near","Digit span backward","Random","Active",0,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.34760678758168,0.343267529747294,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",-0.0780153476698393,0.0879925315588713,"from_dataset",13,85,45,"Brehmer et al. (2012)_S1","Near","Digit span backward","Random","Active",0,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.37114236750098,0.0780153476698393,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",1.31763917972965,0.107215716153167,"from_dataset",13,86,45,"Brehmer et al. (2012)_S1","Near","Span Board Backward","Random","Active",-0.701786084856011,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.05401224899516,1.31763917972965,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",1.64704897466207,0.118066797452908,"from_dataset",13,87,45,"Brehmer et al. (2012)_S1","Near","Span Board Backward","Random","Active",-0.701786084856011,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,2.9102889368991,1.64704897466207,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",0.560890459252276,0.0914204394789622,"from_dataset",13,88,45,"Brehmer et al. (2012)_S1","Near","Digit Span Forward","Random","Active",-0.0690326719079725,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.30733622463313,0.560890459252276,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",0.673068551102731,0.09295847467011,"from_dataset",13,89,45,"Brehmer et al. (2012)_S1","Near","Digit Span Forward","Random","Active",-0.0690326719079725,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.27986150439121,0.673068551102731,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",0.645504346958322,0.0925546367529829,"from_dataset",13,90,45,"Brehmer et al. (2012)_S1","Near","PASAT","Random","Active",-0.352317258072672,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.28700912451959,0.645504346958322,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",0.496447045466037,0.0906633457197592,"from_dataset",13,91,45,"Brehmer et al. (2012)_S1","Near","PASAT","Random","Active",-0.352317258072672,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.32111664441348,0.496447045466037,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",-0.00837186597976361,0.0879256837107373,"from_dataset",13,92,45,"Brehmer et al. (2012)_S1","Far","Stroop (s)","Random","Active",0.148251793391642,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.37242362450696,0.00837186597976361,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",0.0488358848819528,0.0879514043275397,"from_dataset",13,93,45,"Brehmer et al. (2012)_S1","Far","Stroop (s)","Random","Active",0.148251793391642,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.37193047059441,0.0488358848819528,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",-0.0433419588081178,0.0879457774579966,"from_dataset",13,94,45,"Brehmer et al. (2012)_S1","Near","RAVLT","Random","Active",-0.260051752848707,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.37203833881697,0.0433419588081178,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",0.0975194073182657,0.0880305720070008,"from_dataset",13,95,45,"Brehmer et al. (2012)_S1","Near","RAVLT","Random","Active",-0.260051752848707,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.37041390680586,0.0975194073182657,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",-0.35754671425113,0.0893453455410905,"from_dataset",13,96,45,"Brehmer et al. (2012)_S1","Far","Raven's progressive matrices","Random","Active",0.244985711616515,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.34552310524916,0.35754671425113,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S1 2012",-0.274781271137442,0.0887638465866031,"from_dataset",13,97,45,"Brehmer et al. (2012)_S1","Far","Raven's progressive matrices","Random","Active",0.244985711616515,"old","63.6; 60-70","63.9; 60-70","healthy older adults",2012,3.35646360923503,0.274781271137442,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S2 2012",1.74386653824966,0.0985308929719316,"from_dataset",13,98,55,"Brehmer et al. (2012)_S2","Near","Span Board Forward","Random","Active",-0.229121151010904,"adult","25.7","26.2","Healthy young adults",2012,3.18576539600829,1.74386653824966,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S2 2012",1.99844559492845,0.107191931996132,"from_dataset",13,99,55,"Brehmer et al. (2012)_S2","Near","Span Board Forward","Random","Active",-0.229121151010904,"adult","25.7","26.2","Healthy young adults",2012,3.05435104817883,1.99844559492845,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S2 2012",1.15787782112824,0.0830728070213299,"from_dataset",13,100,55,"Brehmer et al. (2012)_S2","Near","Digit span backward","Random","Active",-0.194452763853598,"adult","25.7","26.2","Healthy young adults",2012,3.46952928261943,1.15787782112824,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S2 2012",1.02529639122806,0.0804414583050081,"from_dataset",13,101,55,"Brehmer et al. (2012)_S2","Near","Digit span backward","Random","Active",-0.194452763853598,"adult","25.7","26.2","Healthy young adults",2012,3.52581915114069,1.02529639122806,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S2 2012",1.69343883984132,0.0969551166178974,"from_dataset",13,102,55,"Brehmer et al. (2012)_S2","Near","Span Board Backward","Random","Active",0.110142363566915,"adult","25.7","26.2","Healthy young adults",2012,3.2115495978456,1.69343883984132,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S2 2012",1.33547615824884,0.0870984026630609,"from_dataset",13,103,55,"Brehmer et al. (2012)_S2","Near","Span Board Backward","Random","Active",0.110142363566915,"adult","25.7","26.2","Healthy young adults",2012,3.38840180814659,1.33547615824884,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S2 2012",0.364425123515387,0.0720921217666801,"from_dataset",13,104,55,"Brehmer et al. (2012)_S2","Near","Digit Span Forward","Random","Active",-0.19956613906795,"adult","25.7","26.2","Healthy young adults",2012,3.72439809821545,0.364425123515387,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S2 2012",0.338394757550002,0.0719258066874812,"from_dataset",13,105,55,"Brehmer et al. (2012)_S2","Near","Digit Span Forward","Random","Active",-0.19956613906795,"adult","25.7","26.2","Healthy young adults",2012,3.7287016015828,0.338394757550002,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S2 2012",0.323811128473976,0.0718380124600836,"from_dataset",13,106,55,"Brehmer et al. (2012)_S2","Near","Paced auditory serial addition task (PASAT)","Random","Active",-0.0186098349697678,"adult","25.7","26.2","Healthy young adults",2012,3.73097935474468,0.323811128473976,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Brehmer et al. (2012)_S2 2012",0.338698996449794,0.0719276793989246,"from_dataset",13,107,55,"Brehmer et al. (2012)_S2","Near","Paced auditory serial addition task (PASAT)","Random","Active",-0.0186098349697678,"adult","25.7","26.2","Healthy young adults",2012,3.72865306096764,0.338698996449794,"CRAN",NA,NA,"CRAN"
