Study,Authors,Year (online),Year (print),Title,Journal,Pub year IF,2017 IF,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,|lnRR|,Raw RR,OA as Percent of Control,...18
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 850 ppm",Larvae,0.0741,1.0769,92.858,NA
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 700 ppm",Larvae,0.087,1.0909,91.668,NA
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 850 ppm",Larvae,0.1658,1.1803,84.722,NA
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 700 ppm",Larvae,0.107,1.1129,89.853,NA
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 850 ppm",Larvae,0.5914,1.8065,55.355,NA
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 700 ppm",Larvae,0.0527,1.0541,94.866,NA
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 850 ppm",Larvae,0.2809,1.3243,75.51,NA
a10,Domenici et al,2011,2012,Elevated carbon dioxide affects behavioural lateralization in a coral reef fish,Biol Lett,3.762,3.345,Neopomacentrus azysron,Trop,No,null,Absolute lateralization,Larvae,0.475,1.608,62.189,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in feeding strikes, pseudo-conditioning, water, Fig 1",Juvenile,2.9448,19.0069,5.261,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, pseudo-conditioning, predator, Fig 1",Juvenile,1.4585,4.2995,23.258,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in feeding strikes, true conditioning, water, Fig 1",Juvenile,NA,NA,NA,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, true conditioning, predator, Fig 1",Juvenile,3.3291,27.9132,3.583,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in line crosses, pseudo-conditioning, water, Fig 1",Juvenile,1.8968,6.6645,15.005,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, pseudo-conditioning, predator, Fig 1",Juvenile,1.386,3.9988,25.007,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in line crosses, true conditioning, water, Fig 1",Juvenile,0.5598,1.7503,57.132,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, true conditioning, predator, Fig 1",Juvenile,3.599,36.5617,2.735,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in area use, pseudo-conditioning, water, Fig 1",Juvenile,NA,NA,NA,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, pseudo-conditioning, predator, Fig 1",Juvenile,NA,NA,NA,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in area use, true conditioning, water, Fig 1",Juvenile,NA,NA,NA,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, true conditioning, predator, Fig 1",Juvenile,NA,NA,NA,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in feeding strikes, naïve tutor, water, Fig 2",Juvenile,0.6131,1.8461,54.167,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, naïve tutor, predator, Fig 2",Juvenile,2.4683,11.8024,8.473,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in feeding strikes, experienced tutor, water, Fig 2",Juvenile,0.4706,1.601,62.463,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, experienced tutor, predator, Fig 2",Juvenile,2.2362,9.3577,10.686,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in line crosses, naïve tutor, water, Fig 2",Juvenile,0.1542,1.1667,85.71,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, naïve tutor, predator, Fig 2",Juvenile,0.6131,1.8461,54.167,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in line crosses, experienced tutor, water, Fig 2",Juvenile,NA,NA,NA,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, experienced tutor, predator, Fig 2",Juvenile,2.9874,19.834,5.042,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in area use, naïve tutor, water, Fig 2",Juvenile,0.6931,1.9999,50.002,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, naïve tutor, predator, Fig 2",Juvenile,2.0346,7.6492000000000004,13.073,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in area use, experienced tutor, water, Fig 2",Juvenile,NA,NA,NA,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, experienced tutor, predator, Fig 2",Juvenile,NA,NA,NA,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in feeding strikes, water, Fig 3",Juvenile,0.1054,1.1112,89.996,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, predator, Fig 3",Juvenile,1.2527,3.4998,28.573,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in line crosses , water, Fig 3",Juvenile,0.4594,1.5831,63.166,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, predator, Fig 3",Juvenile,0.7658,2.1507,46.496,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in area use, water, Fig 3",Juvenile,0.2238,1.2508,79.948,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, predator, Fig 3",Juvenile,2.316,10.1351,9.867,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in feeding strikes, water, Fig 4",Juvenile,0.3364,1.3999,71.434,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, predator, Fig 4",Juvenile,1.6752,5.3399,18.727,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, conspecifics, Fig 4",Juvenile,0.0684,1.0708,93.389,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in line crosses, water, Fig 4",Juvenile,0.9616,2.6159,38.228,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, predator, Fig 4",Juvenile,1.0328,2.8089,35.601,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, conspecifics, Fig 4",Juvenile,0.3184,1.3749,72.731,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,No,null,"Change in area use, water, Fig 4",Juvenile,NA,NA,NA,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, predator, Fig 4",Juvenile,1.5295,4.6159,21.664,NA
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, conspecifics, Fig 4",Juvenile,0.5448,1.7243,57.996,NA
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease feeding, 550 uatm",Juvenile,0.0168,1.0169,98.334,NA
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease feeding, 700 uatm",Juvenile,0.0456,1.0467,95.542,NA
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease feeding, 850 uatm",Juvenile,0.5149,1.6735,59.756,NA
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease line crosses, 550 uatm",Juvenile,0.089,1.0931,91.485,NA
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease line crosses, 700 uatm",Juvenile,0.1993,1.2205,81.93,NA
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease line crosses, 850 uatm",Juvenile,6.3063,548.0135,0.182,NA
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease area use, 550 uatm",Juvenile,0.0064,1.0064,99.362,NA
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease area use, 700 uatm",Juvenile,0.0835,1.0871,91.989,NA
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease area use, 850 uatm",Juvenile,1.6257,5.082,19.677,NA
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,Pomacentrus amboinensis,Trop,Yes,Food,"Min approach distance, 550 uatm",Juvenile,0.1359,1.1456,87.293,NA
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,Pomacentrus amboinensis,Trop,Yes,Food,"Min approach distance, 700 uatm",Juvenile,0.0224,1.0227,97.785,NA
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,Pomacentrus amboinensis,Trop,Yes,Food,"Min approach distance, 850 uatm",Juvenile,0.2712,1.3115,76.246,NA
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification,Mar Ecol Prog Ser,2.546,2.276,Theragra chalcogramma,Temp,No,null,"Consumption rate, cold phase, point 1",Juvenile,0.0513,1.0526,94.999,NA
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification,Mar Ecol Prog Ser,2.546,2.276,Theragra chalcogramma,Temp,No,null,"Consumption rate, cold phase, point 2",Juvenile,0.1054,1.1112,89.996,NA
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification,Mar Ecol Prog Ser,2.546,2.276,Theragra chalcogramma,Temp,No,null,"Consumption rate, cold phase, point 3",Juvenile,0.1054,1.1112,89.996,NA
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification,Mar Ecol Prog Ser,2.546,2.276,Theragra chalcogramma,Temp,No,null,"Consumption rate, warm phase, point 1",Juvenile,0.0599,1.0617,94.186,NA
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification,Mar Ecol Prog Ser,2.546,2.276,Theragra chalcogramma,Temp,No,null,"Consumption rate, warm phase, point 2",Juvenile,0.0482,1.0494,95.294,NA
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification,Mar Ecol Prog Ser,2.546,2.276,Theragra chalcogramma,Temp,No,null,"Consumption rate, warm phase, point 3",Juvenile,0.0482,1.0494,95.294,NA
a14,Nilsson et al,2012,2012,Near-future carbon dioxide levels alter fish behaviour by interfering with neurotransmitter function,Nat Clim Chang,14.472,19.181,Amphiprion percula,Trop,Yes,Predator,"% time in cue, pred vs. seawater",Larvae,4.465,86.921,1.15,NA
a14,Nilsson et al,2012,2012,Near-future carbon dioxide levels alter fish behaviour by interfering with neurotransmitter function,Nat Clim Chang,14.472,19.181,Amphiprion percula,Trop,Yes,Predator,"% time in cue, pred vs. non-pred",Larvae,1.9944,7.3478,13.61,NA
a14,Nilsson et al,2012,2012,Near-future carbon dioxide levels alter fish behaviour by interfering with neurotransmitter function,Nat Clim Chang,14.472,19.181,Neopomacentrus azysron,Trop,No,null,Absolute lateralization,Larvae,0.2843,1.3288,75.254,NA
a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish,J Exp Mar Biol Ecol,2.263,1.99,Amphiprion melanopus,Trop,No,null,"Line crosses (routine), Mid CO2",Juvenile,0.3685,1.4456,69.177,NA
a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish,J Exp Mar Biol Ecol,2.263,1.99,Amphiprion melanopus,Trop,No,null,"Line crosses (routine), High CO2",Juvenile,0.2822,1.326,75.412,NA
a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish,J Exp Mar Biol Ecol,2.263,1.99,Amphiprion melanopus,Trop,Yes,Food,"Food strikes, Mid CO2",Juvenile,0.0616,1.0635,94.026,NA
a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish,J Exp Mar Biol Ecol,2.263,1.99,Amphiprion melanopus,Trop,Yes,Food,"Food strikes, High CO2",Juvenile,0.1793,1.1964,83.586,NA
a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish,J Exp Mar Biol Ecol,2.263,1.99,Amphiprion melanopus,Trop,Yes,Food,"Line crosses (feeding), Mid CO2",Juvenile,0.0462,1.0473,95.485,NA
a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish,J Exp Mar Biol Ecol,2.263,1.99,Amphiprion melanopus,Trop,Yes,Food,"Line crosses (feeding), High CO2",Juvenile,0.0567,1.0583,94.488,NA
a16,Sundin et al,2012,2012,Altered Oceanic pH Impairs Mating Propensity in a Pipefish,Ethology,1.947,1.697,Syngnathus typhle,Temp,Yes,Mate,Time swimming,Adult,0.1417,1.1522,86.788,NA
a17,Allan et al,2013,2013,Elevated CO2 Affects Predator-Prey Interactions through Altered Performance,PLOS One,3.534,2.766,Pomacentrus amboinensis,Trop,Yes,Predator,Reaction distance,Larvae,0.3331,1.3953,71.67,NA
