studyID,caseID,author,year,journal,kingdom,organism_group,thermoregulation,dispersal_type,trophic_position,realm,habitat,hemisphere,longitude_range,longitude_midpoint,scale,diversity,latitude_range,latitude_midpoint,total_taxonomic_richness,measure_of_richness,number_of_points,slope_b,SE_b,Var_b,intercept,r,rz,VarRz
1120,3,"Y. FragniÃ¨re, S. BÃ©trisey, L. Cardinaux, M. Stoffel and G. Kozlowski",2015,Plos ONE,Plantae,woody plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,N,360,0,local,alpha,30,15,305,S,7,0.09405693,0.7098493,3.527202201,21.41871,0.059153233,0.059222373,0.25
1120,4,"Y. FragniÃ¨re, S. BÃ©trisey, L. Cardinaux, M. Stoffel and G. Kozlowski",2015,Plos ONE,Plantae,woody plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,360,0,local,alpha,30,-15,305,S,7,-0.4309537,0.3839102,1.031709292,11.96406,-0.448653095,-0.483012651,0.25
1120,5,"Y. FragniÃ¨re, S. BÃ©trisey, L. Cardinaux, M. Stoffel and G. Kozlowski",2015,Plos ONE,Plantae,woody plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,N,360,0,local,alpha,50,25,101,S,11,-0.06333201,0.09214477,0.093397245,9.270905,-0.223317465,-0.227144996,0.125
1120,6,"Y. FragniÃ¨re, S. BÃ©trisey, L. Cardinaux, M. Stoffel and G. Kozlowski",2015,Plos ONE,Plantae,woody plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,360,0,local,alpha,45,-22.5,101,S,12,-0.00566454,0.0267239,0.008570002,1.320196,-0.086212314,-0.086426864,0.2
1120,7,"Y. FragniÃ¨re, S. BÃ©trisey, L. Cardinaux, M. Stoffel and G. Kozlowski",2015,Plos ONE,Plantae,woody plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,N,360,0,local,alpha,60,30,607,S,13,-0.2450533,0.3890402,1.967579604,41.66136,-0.186584378,-0.188795994,0.1
1120,8,"Y. FragniÃ¨re, S. BÃ©trisey, L. Cardinaux, M. Stoffel and G. Kozlowski",2015,Plos ONE,Plantae,woody plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,360,0,local,alpha,50,-25,607,S,12,0.2665368,0.3670587,1.616785071,22.25806,0.248666001,0.253990385,0.1428571
1118,1,Y. Chen and D. S. Srivastava,2015,The Science of Nature,Animalia,NA,ecto,active,multiple,terrestrial,Terrestrial general,N,58,103,local,alpha,35,34.5,379,S,36,-4.571655,0.7220727,18.77000343,244.2389,-0.735574265,-0.940766596,0.03030303
150,1,"C. E. HernÃ¡ndez, R. A. Moreno and N. Rozbaczylo",2005,Ecography,Animalia,other invertebrates,ecto,active,omnivores,marine,Benthic,S,NA,NA,local,alpha,38,-37,467,S,13,1.650408,0.9524005,11.79186726,74.84204,0.463086925,0.501233802,0.1
1119,1,Y. Chen and J. Bi,2007,Current Science,Animalia,herpetofauna,ecto,active,multiple,freshwater,Freshwater,N,32,107,local,alpha,23,29.5,224,S,24,-1.120585,0.6701187,10.77741773,57.78468,-0.335814532,-0.349367546,0.04761905
262,1,"E. M. Cancello, R. R. Silva, A. Vasconcellos, Y. T. Reis and L. M. Oliveira",2014,Biotropica,Animalia,arthropods,ecto,active,detritivores,terrestrial,Forest,S,NA,NA,local,alpha,20,-17,87,S,15,-1.325598,0.1430435,0.306921643,38.47417,-0.931947638,-1.673003237,0.08333333
274,1,"F. A. Sorte, S. H. M. Butchart, W. Jetz and K. BÃ¶hning-Gaese",2014,Plos ONE,Animalia,birds,homeo,active,multiple,terrestrial,Terrestrial general,S,360,0,local,alpha,57,-29,4000,index,4000,-0.0243092,NA,NA,1.8526571,-0.581807528,-0.665190846,0.01581732
274,1,"F. A. Sorte, S. H. M. Butchart, W. Jetz and K. BÃ¶hning-Gaese",2014,Plos ONE,Animalia,birds,homeo,active,multiple,terrestrial,Terrestrial general,N,360,0,local,alpha,82,41.5,5014,index,5014,-0.0157153,NA,NA,1.7498993,-0.55910643,-0.631532313,0.0141266
1125,1,"Y. Salinas-Moreno, M. G. Mendoza, M. A. Barrios, R. Cisneros, J. MacÃ_as-SÃ¡mano and G. ZÃºÃ±iga",2004,Journal of Biogeography,Animalia,arthropods,ecto,active,detritivores,terrestrial,Terrestrial general,N,25,-100.5,local,alpha,18,23,12,index,9,0.07118333,0.05662186,0.028854315,1.18845,0.429178984,0.458889859,0.1666667
604,1,"L. D. Quinn, S. S. Schooler and R. D. Van Klinken",2011,Diversity and Distributions,Plantae,herbaceous plants,ecto,passive,autotrophs,freshwater,Freshwater,S,8.25,149.08,local,alpha,16,-35,72,S,34,0.04989245,0.05042735,0.086459199,4.830489,0.172286244,0.174021894,0.03225806
451,1,"J. D. Gage, P. J. D. Lambshead, J. D. D. Bishop, C. T. Stuart and N. S. Jones",2004,Marine Ecology Progress Series,Animalia,arthropods,ecto,active,multiple,marine,Open ocean,N,95,-32.5,local,alpha,65.79,40.47,NA,index,72,-0.0169129,0.007826684,0.004410503,3.795018,-0.250073829,-0.255491564,0.01449275
451,2,"J. D. Gage, P. J. D. Lambshead, J. D. D. Bishop, C. T. Stuart and N. S. Jones",2004,Marine Ecology Progress Series,Animalia,arthropods,ecto,active,multiple,marine,Open ocean,S,90,-15,local,alpha,36.38,-19.04,NA,index,14,-0.03033056,0.01784545,0.004458441,3.321703,-0.440478036,-0.472823761,0.09090909
254,1,"E. GarcÃ_a-RosellÃ_, C. Guisande, A. ManjarrÃ©s-HernÃ¡ndez, J. GonzÃ¡lez-Dacosta, J. Heine, P. Pelayo-Villamil, L. GonzÃ¡lez-Vilas, R. P. Vari, A. Vaamonde, C. Granado-Lorencio and J. M. Lobo",2015,Global Ecology and Biogeography,Animalia,fishes,ecto,active,multiple,marine,Open ocean,N,360,0,regional,gamma,80,45,NA,S,17,-13.75927,1.21241,24.98894614,1348.089,-0.946405463,-1.796146226,0.07142857
254,2,"E. GarcÃ_a-RosellÃ_, C. Guisande, A. ManjarrÃ©s-HernÃ¡ndez, J. GonzÃ¡lez-Dacosta, J. Heine, P. Pelayo-Villamil, L. GonzÃ¡lez-Vilas, R. P. Vari, A. Vaamonde, C. Granado-Lorencio and J. M. Lobo",2015,Global Ecology and Biogeography,Animalia,fishes,ecto,active,multiple,marine,Open ocean,S,360,0,regional,gamma,80,-45,NA,S,17,-14.75709,1.15895,22.83380674,1155.43,-0.95672253,-1.905697003,0.07142857
