studyID,siteID,serviceType,samplingYear,plantingType,fieldDist,flowerstripPlantSpecRich,flowerstripAge,propSemiNatural,propArable,ES
scil01,scil01.M,pollination,2012,control,NA,NA,NA,14,50,-0.640184054176694
scil01,scil01.RF,pollination,2012,control,NA,NA,NA,57,31,0.916199346862602
scil01,scil01.RH,pollination,2012,hedgerow,NA,NA,NA,9,65,0.0444421784345197
scil01,scil01.RK,pollination,2012,control,NA,NA,NA,10,87,0.650591419479996
scil01,scil01.S,pollination,2012,control,NA,NA,NA,85,10,1.9450970039635
scil01,scil01.SH,pollination,2012,flowerstrip,NA,21,NA,87,5,1.07010202811844
scil01,scil01.TA,pollination,2012,control,NA,NA,NA,17,65,NA
scil01,scil01.TB,pollination,2012,control,NA,NA,NA,6,84,-1.01560591015586
scil01,scil01.UC,pollination,2012,hedgerow,NA,NA,NA,75,3,-1.15550109050372
sutt01,sutt01.1,pest control,2014,hedgerow,2,NA,NA,18.95672018,NA,1.77985712801195
sutt01,sutt01.1,pest control,2014,hedgerow,9,NA,NA,18.95672018,NA,0.651329102376215
sutt01,sutt01.1,pest control,2014,hedgerow,25,NA,NA,18.95672018,NA,0.48675209682732307
sutt01,sutt01.1,pollination,2014,hedgerow,2,NA,NA,18.95672018,NA,0.38778886853542094
sutt01,sutt01.1,pollination,2014,hedgerow,9,NA,NA,18.95672018,NA,-0.310231094828337
sutt01,sutt01.1,pollination,2014,hedgerow,25,NA,NA,18.95672018,NA,-0.0775577737070842
sutt01,sutt01.10,pest control,2014,flowerstrip,2,23,60,22.00824817,NA,-1.13791832047006
sutt01,sutt01.10,pest control,2014,flowerstrip,9,23,60,22.00824817,NA,1.57296032041551
sutt01,sutt01.10,pest control,2014,flowerstrip,25,23,60,22.00824817,NA,0.449134493800382
sutt01,sutt01.10,pollination,2014,flowerstrip,2,23,60,22.00824817,NA,1.08580883189918
sutt01,sutt01.10,pollination,2014,flowerstrip,9,23,60,22.00824817,NA,0.8531355107779252
sutt01,sutt01.10,pollination,2014,flowerstrip,25,23,60,22.00824817,NA,0.504125529096047
sutt01,sutt01.11,pest control,2014,flowerstrip,2,12,72,10.53,NA,-1.32359494248632
sutt01,sutt01.11,pest control,2014,flowerstrip,9,12,72,10.53,NA,2.2970991361409694
sutt01,sutt01.11,pest control,2014,flowerstrip,25,12,72,10.53,NA,0.170257860678931
sutt01,sutt01.11,pollination,2014,flowerstrip,2,12,72,10.53,NA,0.620462189656673
sutt01,sutt01.11,pollination,2014,flowerstrip,9,12,72,10.53,NA,1.55115547414168
sutt01,sutt01.11,pollination,2014,flowerstrip,25,12,72,10.53,NA,-1.82260768211648
sutt01,sutt01.12,pest control,2014,flowerstrip,2,13,48,16.89354732,NA,-0.622815440126864
sutt01,sutt01.12,pest control,2014,flowerstrip,9,13,48,16.89354732,NA,1.49250045280617
sutt01,sutt01.12,pest control,2014,flowerstrip,25,13,48,16.89354732,NA,-0.684648929462845
sutt01,sutt01.12,pollination,2014,flowerstrip,2,13,48,16.89354732,NA,0.8531355107779252
sutt01,sutt01.12,pollination,2014,flowerstrip,9,13,48,16.89354732,NA,0.620462189656673
sutt01,sutt01.12,pollination,2014,flowerstrip,25,13,48,16.89354732,NA,0.969472171338552
sutt01,sutt01.13,pest control,2014,control,2,NA,NA,20.59,NA,-0.496007726583337
sutt01,sutt01.13,pest control,2014,control,9,NA,NA,20.59,NA,-0.00697891257796356
sutt01,sutt01.13,pest control,2014,control,25,NA,NA,20.59,NA,-0.25868491957363
sutt01,sutt01.13,pollination,2014,control,2,NA,NA,20.59,NA,-2.63696430604086
sutt01,sutt01.13,pollination,2014,control,9,NA,NA,20.59,NA,-1.24092437931335
sutt01,sutt01.13,pollination,2014,control,25,NA,NA,20.59,NA,-0.659241076510215
sutt01,sutt01.14,pest control,2014,control,2,NA,NA,20.16,NA,-0.978766932239383
sutt01,sutt01.14,pest control,2014,control,9,NA,NA,20.16,NA,0.651329102376215
sutt01,sutt01.14,pest control,2014,control,25,NA,NA,20.16,NA,0.207441411279032
sutt01,sutt01.14,pollination,2014,control,2,NA,NA,20.16,NA,-0.0775577737070842
sutt01,sutt01.14,pollination,2014,control,9,NA,NA,20.16,NA,-0.310231094828337
sutt01,sutt01.14,pollination,2014,control,25,NA,NA,20.16,NA,-0.426567755388963
sutt01,sutt01.15,pest control,2014,control,2,NA,NA,26.15277325,NA,0.124682688964595
sutt01,sutt01.15,pest control,2014,control,9,NA,NA,26.15277325,NA,0.400545094265589
sutt01,sutt01.15,pest control,2014,control,25,NA,NA,26.15277325,NA,0.620851877383123
sutt01,sutt01.15,pollination,2014,control,2,NA,NA,26.15277325,NA,-0.775577737070841
sutt01,sutt01.15,pollination,2014,control,9,NA,NA,26.15277325,NA,2.24917543750544
sutt01,sutt01.15,pollination,2014,control,25,NA,NA,26.15277325,NA,1.08580883189918
sutt01,sutt01.16,pest control,2014,control,2,NA,NA,7.016778092,NA,-0.518996259151522
sutt01,sutt01.16,pest control,2014,control,9,NA,NA,7.016778092,NA,0.48675209682732307
sutt01,sutt01.16,pest control,2014,control,25,NA,NA,7.016778092,NA,-0.116696917484123
sutt01,sutt01.16,pollination,2014,control,2,NA,NA,7.016778092,NA,-0.0775577737070842
sutt01,sutt01.16,pollination,2014,control,9,NA,NA,7.016778092,NA,-0.0775577737070842
sutt01,sutt01.16,pollination,2014,control,25,NA,NA,7.016778092,NA,-0.775577737070841
sutt01,sutt01.17,pest control,2014,control,2,NA,NA,10.37419826,NA,-1.32359494248632
sutt01,sutt01.17,pest control,2014,control,9,NA,NA,10.37419826,NA,-1.32359494248632
sutt01,sutt01.17,pest control,2014,control,25,NA,NA,10.37419826,NA,-0.197156785093464
sutt01,sutt01.17,pollination,2014,control,2,NA,NA,10.37419826,NA,-0.310231094828337
sutt01,sutt01.17,pollination,2014,control,9,NA,NA,10.37419826,NA,-1.9389443426771
sutt01,sutt01.17,pollination,2014,control,25,NA,NA,10.37419826,NA,-0.891914397631468
sutt01,sutt01.18,pest control,2014,control,2,NA,NA,9.587281246,NA,0.533171248710693
sutt01,sutt01.18,pest control,2014,control,9,NA,NA,9.587281246,NA,1.89479979085287
sutt01,sutt01.18,pest control,2014,control,25,NA,NA,9.587281246,NA,-0.8710081826579089
sutt01,sutt01.18,pollination,2014,control,2,NA,NA,9.587281246,NA,-1.70627102155585
sutt01,sutt01.18,pollination,2014,control,9,NA,NA,9.587281246,NA,-0.310231094828337
sutt01,sutt01.18,pollination,2014,control,25,NA,NA,9.587281246,NA,-0.19389443426771
sutt01,sutt01.2,pest control,2014,hedgerow,2,NA,NA,7.44,NA,-0.483076671130105
sutt01,sutt01.2,pest control,2014,hedgerow,9,NA,NA,7.44,NA,-1.05539538137472
sutt01,sutt01.2,pest control,2014,hedgerow,25,NA,NA,7.44,NA,-0.92376369400664
sutt01,sutt01.2,pollination,2014,hedgerow,2,NA,NA,7.44,NA,-1.24092437931335
sutt01,sutt01.2,pollination,2014,hedgerow,9,NA,NA,7.44,NA,-0.0775577737070842
sutt01,sutt01.2,pollination,2014,hedgerow,25,NA,NA,7.44,NA,-1.4735977004346
sutt01,sutt01.3,pest control,2014,hedgerow,2,NA,NA,22.01,NA,0.633536989949676
sutt01,sutt01.3,pest control,2014,hedgerow,9,NA,NA,22.01,NA,-0.766565083678938
sutt01,sutt01.3,pest control,2014,hedgerow,25,NA,NA,22.01,NA,0.40137095648145293
sutt01,sutt01.3,pollination,2014,hedgerow,2,NA,NA,22.01,NA,-0.775577737070841
sutt01,sutt01.3,pollination,2014,hedgerow,9,NA,NA,22.01,NA,0.620462189656673
sutt01,sutt01.3,pollination,2014,hedgerow,25,NA,NA,22.01,NA,0.504125529096047
sutt01,sutt01.4,pest control,2014,hedgerow,2,NA,NA,8.544502607,NA,-0.383154921123208
sutt01,sutt01.4,pest control,2014,hedgerow,9,NA,NA,8.544502607,NA,1.69365012545021
sutt01,sutt01.4,pest control,2014,hedgerow,25,NA,NA,8.544502607,NA,-1.06801653800107
sutt01,sutt01.4,pollination,2014,hedgerow,2,NA,NA,8.544502607,NA,-0.0775577737070842
sutt01,sutt01.4,pollination,2014,hedgerow,9,NA,NA,8.544502607,NA,-0.542904415949589
sutt01,sutt01.4,pollination,2014,hedgerow,25,NA,NA,8.544502607,NA,0.7367988502172989
sutt01,sutt01.5,pest control,2014,hedgerow,2,NA,NA,17.17546101,NA,-0.245090324861466
sutt01,sutt01.5,pest control,2014,hedgerow,9,NA,NA,17.17546101,NA,-0.348792687763055
sutt01,sutt01.5,pest control,2014,hedgerow,25,NA,NA,17.17546101,NA,0.8524787713995671
sutt01,sutt01.5,pollination,2014,hedgerow,2,NA,NA,17.17546101,NA,0.38778886853542094
sutt01,sutt01.5,pollination,2014,hedgerow,9,NA,NA,17.17546101,NA,0.8531355107779252
sutt01,sutt01.5,pollination,2014,hedgerow,25,NA,NA,17.17546101,NA,0.271452207974794
sutt01,sutt01.6,pest control,2014,hedgerow,2,NA,NA,22.31979633,NA,2.2970991361409694
sutt01,sutt01.6,pest control,2014,hedgerow,9,NA,NA,22.31979633,NA,2.01858421035797
sutt01,sutt01.6,pest control,2014,hedgerow,25,NA,NA,22.31979633,NA,-1.32359494248632
sutt01,sutt01.6,pollination,2014,hedgerow,2,NA,NA,22.31979633,NA,1.31848215302043
sutt01,sutt01.6,pollination,2014,hedgerow,9,NA,NA,22.31979633,NA,-0.0775577737070842
sutt01,sutt01.6,pollination,2014,hedgerow,25,NA,NA,22.31979633,NA,1.31848215302043
sutt01,sutt01.7,pest control,2014,flowerstrip,2,9,36,6.847017875,NA,-0.418421422829498
sutt01,sutt01.7,pest control,2014,flowerstrip,9,9,36,6.847017875,NA,-1.32359494248632
sutt01,sutt01.7,pest control,2014,flowerstrip,25,9,36,6.847017875,NA,-0.180217863881695
sutt01,sutt01.7,pollination,2014,flowerstrip,2,9,36,6.847017875,NA,2.24917543750544
sutt01,sutt01.7,pollination,2014,flowerstrip,9,9,36,6.847017875,NA,0.38778886853542094
sutt01,sutt01.7,pollination,2014,flowerstrip,25,9,36,6.847017875,NA,-0.659241076510215
sutt01,sutt01.8,pest control,2014,flowerstrip,2,12,72,11.06,NA,-0.702904526938389
sutt01,sutt01.8,pest control,2014,flowerstrip,9,12,72,11.06,NA,-1.02187043352025
sutt01,sutt01.8,pest control,2014,flowerstrip,25,12,72,11.06,NA,-0.599456126760863
sutt01,sutt01.8,pollination,2014,flowerstrip,2,12,72,11.06,NA,0.38778886853542094
sutt01,sutt01.8,pollination,2014,flowerstrip,9,12,72,11.06,NA,0.38778886853542094
sutt01,sutt01.8,pollination,2014,flowerstrip,25,12,72,11.06,NA,0.38778886853542094
sutt01,sutt01.9,pest control,2014,flowerstrip,2,16,36,13.56817832,NA,-0.762642336817496
sutt01,sutt01.9,pest control,2014,flowerstrip,9,16,36,13.56817832,NA,0.0689797009114399
sutt01,sutt01.9,pest control,2014,flowerstrip,25,16,36,13.56817832,NA,-0.318141741868071
sutt01,sutt01.9,pollination,2014,flowerstrip,2,16,36,13.56817832,NA,0.38778886853542094
sutt01,sutt01.9,pollination,2014,flowerstrip,9,16,36,13.56817832,NA,-1.24092437931335
sutt01,sutt01.9,pollination,2014,flowerstrip,25,16,36,13.56817832,NA,-0.19389443426771
thie01,thie01.1,pest control,1995,control,1,NA,NA,NA,NA,-0.165212933972554
thie01,thie01.1,pest control,1995,control,10,NA,NA,NA,NA,-0.684109063387574
thie01,thie01.1,pest control,1995,flowerstrip,1,7.67,2.5,NA,NA,0.497683081251423
thie01,thie01.1,pest control,1995,flowerstrip,10,7.67,2.5,NA,NA,-0.620384980488498
thie01,thie01.2,pest control,1995,control,1,NA,NA,NA,NA,0.654096749182627
thie01,thie01.2,pest control,1995,flowerstrip,1,7.67,2.5,NA,NA,0.9249241151247252
thie01,thie01.2,pest control,1995,flowerstrip,10,7.67,2.5,NA,NA,-0.42921272032093294
thie01,thie01.3,pest control,1995,control,1,NA,NA,NA,NA,1.88306127104781
thie01,thie01.3,pest control,1995,control,10,NA,NA,NA,NA,-1.63997036135781
thie01,thie01.3,pest control,1995,flowerstrip,1,7.67,2.5,NA,NA,1.18233588557257
thie01,thie01.3,pest control,1995,flowerstrip,10,7.67,2.5,NA,NA,-0.0502221002931587
thie01,thie01.4,pest control,1995,control,1,NA,NA,NA,NA,0.24444191047262
thie01,thie01.4,pest control,1995,control,10,NA,NA,NA,NA,-1.73555649287539
thie01,thie01.4,pest control,1995,flowerstrip,1,7.67,2.5,NA,NA,0.558510620532636
thie01,thie01.4,pest control,1995,flowerstrip,10,7.67,2.5,NA,NA,-0.620384980488498
tsch01,tsch01.10,pest control,2012,flowerstrip,5.3,7,3,21.546,NA,0.636056698533102
tsch01,tsch01.10,pest control,2012,flowerstrip,15.3,7,3,21.546,NA,0.636056698533102
tsch01,tsch01.11,pest control,2012,flowerstrip,12.6,7,3,12.359,NA,0.636056698533102
tsch01,tsch01.11,pest control,2012,flowerstrip,22.6,7,3,12.359,NA,0.636056698533102
tsch01,tsch01.13,pest control,2012,flowerstrip,7.4,7,3,39.583,NA,0.636056698533102
tsch01,tsch01.13,pest control,2012,flowerstrip,17.4,7,3,39.583,NA,0.636056698533102
tsch01,tsch01.14,pest control,2012,flowerstrip,10,6,3,11.354,NA,-0.772394803975982
tsch01,tsch01.14,pest control,2012,flowerstrip,20,6,3,11.354,NA,-0.209014202972348
tsch01,tsch01.15,pest control,2012,control,11.1,NA,NA,43.418,NA,0.467042518232012
tsch01,tsch01.15,pest control,2012,control,21.1,NA,NA,43.418,NA,0.636056698533102
tsch01,tsch01.16,pest control,2012,control,6.1,NA,NA,26.579,NA,0.298028337930922
tsch01,tsch01.16,pest control,2012,control,16.1,NA,NA,26.579,NA,0.0445070674792866
tsch01,tsch01.17,pest control,2012,control,5.5,NA,NA,62.871,NA,0.467042518232012
tsch01,tsch01.17,pest control,2012,control,15.5,NA,NA,62.871,NA,0.467042518232012
tsch01,tsch01.18,pest control,2012,control,9.7,NA,NA,24.94,NA,-0.209014202972348
tsch01,tsch01.18,pest control,2012,control,19.7,NA,NA,24.94,NA,0.636056698533102
tsch01,tsch01.19,pest control,2012,control,4.6,NA,NA,45.196,NA,0.298028337930922
tsch01,tsch01.19,pest control,2012,control,14.6,NA,NA,45.196,NA,0.298028337930922
tsch01,tsch01.2,pest control,2012,flowerstrip,9.3,7,3,5.229,NA,0.636056698533102
tsch01,tsch01.2,pest control,2012,flowerstrip,19.3,7,3,5.229,NA,0.298028337930922
tsch01,tsch01.20,pest control,2012,control,8.3,NA,NA,30.392,NA,0.467042518232012
tsch01,tsch01.20,pest control,2012,control,18.3,NA,NA,30.392,NA,-0.772394803975982
tsch01,tsch01.21,pest control,2012,control,4.8,NA,NA,9.304,NA,0.636056698533102
tsch01,tsch01.21,pest control,2012,control,14.8,NA,NA,9.304,NA,0.636056698533102
tsch01,tsch01.22,pest control,2012,control,11.6,NA,NA,25.415,NA,0.0445070674792866
tsch01,tsch01.22,pest control,2012,control,21.6,NA,NA,25.415,NA,-1.33577540497962
tsch01,tsch01.23,pest control,2012,control,4.2,NA,NA,44.971,NA,-1.33577540497962
tsch01,tsch01.23,pest control,2012,control,14.2,NA,NA,44.971,NA,0.636056698533102
tsch01,tsch01.24,pest control,2012,control,5.1,NA,NA,21.627,NA,-0.772394803975982
tsch01,tsch01.24,pest control,2012,control,15.1,NA,NA,21.627,NA,-2.46253660698688
tsch01,tsch01.25,pest control,2012,control,6.2,NA,NA,6.978,NA,0.467042518232012
tsch01,tsch01.25,pest control,2012,control,16.2,NA,NA,6.978,NA,0.0445070674792866
tsch01,tsch01.26,pest control,2012,control,11,NA,NA,18.35,NA,0.636056698533102
tsch01,tsch01.26,pest control,2012,control,21,NA,NA,18.35,NA,0.298028337930922
tsch01,tsch01.27,pest control,2012,control,7.1,NA,NA,34.858,NA,0.636056698533102
tsch01,tsch01.27,pest control,2012,control,17.1,NA,NA,34.858,NA,0.636056698533102
tsch01,tsch01.28,pest control,2012,control,9.5,NA,NA,46.613,NA,0.0445070674792866
tsch01,tsch01.28,pest control,2012,control,19.5,NA,NA,46.613,NA,-3.58929780899415
tsch01,tsch01.29,pest control,2012,control,12,NA,NA,23.754,NA,0.298028337930922
tsch01,tsch01.29,pest control,2012,control,22,NA,NA,23.754,NA,-0.772394803975982
tsch01,tsch01.30,pest control,2012,control,5,NA,NA,54.713,NA,0.0445070674792866
tsch01,tsch01.30,pest control,2012,control,15,NA,NA,54.713,NA,-3.58929780899415
tsch01,tsch01.4,pest control,2012,flowerstrip,3.6,7,3,16.402,NA,0.636056698533102
tsch01,tsch01.4,pest control,2012,flowerstrip,13.6,7,3,16.402,NA,0.467042518232012
tsch01,tsch01.5,pest control,2012,flowerstrip,13.3,7,3,53.826,NA,0.298028337930922
tsch01,tsch01.5,pest control,2012,flowerstrip,23.3,7,3,53.826,NA,0.467042518232012
tsch01,tsch01.6,pest control,2012,flowerstrip,3.8,7,3,40.914,NA,0.467042518232012
tsch01,tsch01.6,pest control,2012,flowerstrip,13.8,7,3,40.914,NA,0.298028337930922
tsch01,tsch01.9,pest control,2012,flowerstrip,6.6,6,3,17.87,NA,-1.33577540497962
tsch01,tsch01.9,pest control,2012,flowerstrip,16.6,6,3,17.87,NA,0.636056698533102
tsch02,tsch02.1,pest control,2013,flowerstrip,1,10,3.5,NA,NA,0.414204219828055
tsch02,tsch02.1,pest control,2013,flowerstrip,10,10,3.5,NA,NA,0.44748066877830106
tsch02,tsch02.10,pest control,2013,flowerstrip,1,11,3.5,NA,NA,0.401360678127961
tsch02,tsch02.10,pest control,2013,flowerstrip,10,11,3.5,NA,NA,0.363413850377681
tsch02,tsch02.11,pest control,2013,flowerstrip,1,11,3.5,NA,NA,0.333640185527461
tsch02,tsch02.11,pest control,2013,flowerstrip,10,11,3.5,NA,NA,0.404863462227986
tsch02,tsch02.12,pest control,2013,flowerstrip,1,10,3.5,NA,NA,-0.268254882326979
tsch02,tsch02.12,pest control,2013,flowerstrip,10,10,3.5,NA,NA,0.148576425576096
tsch02,tsch02.21,pest control,2013,control,1,NA,NA,NA,NA,0.159668575226178
tsch02,tsch02.21,pest control,2013,control,10,NA,NA,NA,NA,-0.24256779892679
tsch02,tsch02.22,pest control,2013,control,1,NA,NA,NA,NA,0.0160544271251181
tsch02,tsch02.22,pest control,2013,control,10,NA,NA,NA,NA,0.135732883876001
tsch02,tsch02.23,pest control,2013,control,1,NA,NA,NA,NA,0.0452442946253338
tsch02,tsch02.23,pest control,2013,control,10,NA,NA,NA,NA,-1.22976911778407
tsch02,tsch02.24,pest control,2013,control,1,NA,NA,NA,NA,0.112964787225833
tsch02,tsch02.24,pest control,2013,control,10,NA,NA,NA,NA,-0.548477610329046
tsch02,tsch02.26,pest control,2013,control,1,NA,NA,NA,NA,0.0621744177754587
tsch02,tsch02.26,pest control,2013,control,10,NA,NA,NA,NA,0.253659948576871
tsch02,tsch02.27,pest control,2013,control,1,NA,NA,NA,NA,-5.42960725371506
tsch02,tsch02.27,pest control,2013,control,10,NA,NA,NA,NA,-0.741714533180472
tsch02,tsch02.28,pest control,2013,control,1,NA,NA,NA,NA,0.169593130176251
tsch02,tsch02.28,pest control,2013,control,10,NA,NA,NA,NA,-0.0464118893253423
tsch02,tsch02.29,pest control,2013,control,1,NA,NA,NA,NA,0.280514626677069
tsch02,tsch02.29,pest control,2013,control,10,NA,NA,NA,NA,0.291022978977147
tsch02,tsch02.30,pest control,2013,control,1,NA,NA,NA,NA,0.342397145777526
tsch02,tsch02.30,pest control,2013,control,10,NA,NA,NA,NA,0.45915661577838707
tsch02,tsch02.31,pest control,2013,control,1,NA,NA,NA,NA,0.466162183978439
tsch02,tsch02.31,pest control,2013,control,10,NA,NA,NA,NA,0.45857281842838293
tsch02,tsch02.4,pest control,2013,flowerstrip,1,11,3.5,NA,NA,0.401944475477965
tsch02,tsch02.4,pest control,2013,flowerstrip,10,11,3.5,NA,NA,0.356408282177629
tsch02,tsch02.5,pest control,2013,flowerstrip,1,10,3.5,NA,NA,0.300363736577216
tsch02,tsch02.5,pest control,2013,flowerstrip,10,10,3.5,NA,NA,0.177766293076311
tsch02,tsch02.6,pest control,2013,flowerstrip,1,10,3.5,NA,NA,0.401360678127961
tsch02,tsch02.6,pest control,2013,flowerstrip,10,10,3.5,NA,NA,0.420042193328099
tsch02,tsch02.9,pest control,2013,flowerstrip,1,11,3.5,NA,NA,0.291022978977147
tsch02,tsch02.9,pest control,2013,flowerstrip,10,11,3.5,NA,NA,0.391436123177888
tsch03,tsch03.1,pest control,2014,flowerstrip,5,NA,38,NA,NA,0.9116470137400299
tsch03,tsch03.1,pest control,2014,flowerstrip,10,NA,38,NA,NA,0.5623873828345
tsch03,tsch03.10,pest control,2014,flowerstrip,5,NA,26,NA,NA,0.403633005228102
tsch03,tsch03.10,pest control,2014,flowerstrip,10,NA,26,NA,NA,-0.167882754097779
tsch03,tsch03.11,pest control,2014,control,5,NA,NA,NA,NA,-2.48569666871333
tsch03,tsch03.11,pest control,2014,control,10,NA,NA,NA,NA,-1.78717740633076
tsch03,tsch03.12,pest control,2014,control,5,NA,NA,NA,NA,0.0226224991061004
tsch03,tsch03.12,pest control,2014,control,10,NA,NA,NA,NA,0.403633005228102
tsch03,tsch03.13,pest control,2014,control,5,NA,NA,NA,NA,0.689390885033921
tsch03,tsch03.13,pest control,2014,control,10,NA,NA,NA,NA,0.657640009436439
tsch03,tsch03.14,pest control,2014,control,5,NA,NA,NA,NA,0.7211417605361499
tsch03,tsch03.14,pest control,2014,control,10,NA,NA,NA,NA,0.9116470137400299
tsch03,tsch03.15,pest control,2014,control,5,NA,NA,NA,NA,-0.739398513709418
tsch03,tsch03.15,pest control,2014,control,10,NA,NA,NA,NA,-0.167882754097779
tsch03,tsch03.16,pest control,2014,control,5,NA,NA,NA,NA,0.9116470137400299
tsch03,tsch03.16,pest control,2014,control,10,NA,NA,NA,NA,0.9116470137400299
tsch03,tsch03.17,pest control,2014,control,5,NA,NA,NA,NA,-0.8029002650948859
tsch03,tsch03.17,pest control,2014,control,10,NA,NA,NA,NA,-0.517142385289067
tsch03,tsch03.18,pest control,2014,control,5,NA,NA,NA,NA,-1.75542653111428
tsch03,tsch03.18,pest control,2014,control,10,NA,NA,NA,NA,-1.69192477972882
tsch03,tsch03.19,pest control,2014,control,5,NA,NA,NA,NA,0.895771575941289
tsch03,tsch03.19,pest control,2014,control,10,NA,NA,NA,NA,0.7211417605361499
tsch03,tsch03.2,pest control,2014,flowerstrip,5,NA,51,NA,NA,0.27662950302868
tsch03,tsch03.2,pest control,2014,flowerstrip,10,NA,51,NA,NA,-0.580644136674535
tsch03,tsch03.20,pest control,2014,control,5,NA,NA,NA,NA,0.244878627526451
tsch03,tsch03.20,pest control,2014,control,10,NA,NA,NA,NA,0.37188212963062
tsch03,tsch03.3,pest control,2014,flowerstrip,5,NA,62,NA,NA,0.5623873828345
tsch03,tsch03.3,pest control,2014,flowerstrip,10,NA,62,NA,NA,0.403633005228102
tsch03,tsch03.4,pest control,2014,flowerstrip,5,NA,122,NA,NA,0.8163943871380899
tsch03,tsch03.4,pest control,2014,flowerstrip,10,NA,122,NA,NA,0.213127752024222
tsch03,tsch03.5,pest control,2014,flowerstrip,5,NA,37,NA,NA,0.8163943871380899
tsch03,tsch03.5,pest control,2014,flowerstrip,10,NA,37,NA,NA,0.9116470137400299
tsch03,tsch03.6,pest control,2014,flowerstrip,5,NA,26,NA,NA,-0.8981528916968259
tsch03,tsch03.6,pest control,2014,flowerstrip,10,NA,26,NA,NA,-1.21566164671912
tsch03,tsch03.7,pest control,2014,flowerstrip,5,NA,38,NA,NA,0.5623873828345
tsch03,tsch03.7,pest control,2014,flowerstrip,10,NA,38,NA,NA,0.657640009436439
tsch03,tsch03.8,pest control,2014,flowerstrip,5,NA,38,NA,NA,-1.85067915771622
tsch03,tsch03.8,pest control,2014,flowerstrip,10,NA,38,NA,NA,-1.91418090910169
tsch03,tsch03.9,pest control,2014,flowerstrip,5,NA,50,NA,NA,1.00689964034197
tsch03,tsch03.9,pest control,2014,flowerstrip,10,NA,50,NA,NA,1.00689964034197
vent01,vent01.ALLE,pollination,2012,flowerstrip,NA,NA,2,71.42,21.99,-1.03798150438946
vent01,vent01.ALLE,pollination,2013,flowerstrip,NA,NA,14,71.42,21.99,NA
vent01,vent01.BBHF,pollination,2012,flowerstrip,NA,NA,2,76.93,18.13,0.35956749540364
vent01,vent01.BOYI,pollination,2013,flowerstrip,NA,NA,14,NA,NA,0.343221893066878
vent01,vent01.CURT,pollination,2012,flowerstrip,NA,NA,2,75.46,19.96,-1.47113996631364
vent01,vent01.CURTC,pollination,2013,flowerstrip,NA,NA,14,90.89,6.77,2.06768293959521
vent01,vent01.EMER,pollination,2012,flowerstrip,NA,NA,2,89.93,7.08,-0.612995843633666
vent01,vent01.FOUR,pollination,2012,flowerstrip,NA,NA,2,81,15.05,-0.220701387551391
vent01,vent01.FOUR,pollination,2013,flowerstrip,NA,NA,14,81,15.05,0.7436891503175341
vent01,vent01.SIMM,pollination,2012,flowerstrip,NA,NA,2,87.77,8.09,0.35956749540364
vent01,vent01.SIMM,pollination,2013,flowerstrip,NA,NA,14,87.77,8.09,-1.61007758617611
vero01,vero01.EE.2014.LS10,pest control,2014,hedgerow,2,NA,NA,36,60,-0.395341518724018
vero01,vero01.EE.2014.LS10,pest control,2014,hedgerow,25,NA,NA,36,60,-0.332231811960495
vero01,vero01.EE.2014.LS10,pest control,2014,hedgerow,50,NA,NA,36,60,-1.08924548830833
vero01,vero01.EE.2014.LS10,pest control,2014,hedgerow,75,NA,NA,36,60,-0.8033214227203461
vero01,vero01.EE.2014.LS10,pollination,2014,hedgerow,2,NA,NA,36,60,-0.250276385097193
vero01,vero01.EE.2014.LS10,pollination,2014,hedgerow,25,NA,NA,36,60,-0.366692683494994
vero01,vero01.EE.2014.LS10,pollination,2014,hedgerow,50,NA,NA,36,60,-1.07862312369692
vero01,vero01.EE.2014.LS10,pollination,2014,hedgerow,75,NA,NA,36,60,-1.93383516192692
vero01,vero01.EE.2014.LS14,pest control,2014,hedgerow,2,NA,NA,39,53,0.508835616270791
vero01,vero01.EE.2014.LS14,pest control,2014,hedgerow,25,NA,NA,39,53,0.256674360620437
vero01,vero01.EE.2014.LS14,pest control,2014,hedgerow,50,NA,NA,39,53,0.9523974569559369
vero01,vero01.EE.2014.LS14,pest control,2014,hedgerow,75,NA,NA,39,53,0.8453450178942868
vero01,vero01.EE.2014.LS14,pollination,2014,hedgerow,2,NA,NA,39,53,0.730307051407354
vero01,vero01.EE.2014.LS14,pollination,2014,hedgerow,25,NA,NA,39,53,0.0810623103426984
vero01,vero01.EE.2014.LS14,pollination,2014,hedgerow,50,NA,NA,39,53,-0.232366185343686
vero01,vero01.EE.2014.LS14,pollination,2014,hedgerow,75,NA,NA,39,53,-0.321917184111224
vero01,vero01.EE.2014.LS15,pest control,2014,control,2,NA,NA,48,44,0.7612323870515901
vero01,vero01.EE.2014.LS15,pest control,2014,control,50,NA,NA,48,44,0.47735225846531
vero01,vero01.EE.2014.LS15,pest control,2014,control,75,NA,NA,48,44,0.197677761447662
vero01,vero01.EE.2014.LS15,pollination,2014,control,2,NA,NA,48,44,-0.438333482509025
vero01,vero01.EE.2014.LS15,pollination,2014,control,25,NA,NA,48,44,-0.335349833926356
vero01,vero01.EE.2014.LS15,pollination,2014,control,50,NA,NA,48,44,-2.6547207020056
vero01,vero01.EE.2014.LS15,pollination,2014,control,75,NA,NA,48,44,-1.05623537400504
vero01,vero01.EE.2014.LS16,pest control,2014,hedgerow,2,NA,NA,40,49,-1.06041123571876
