lab,es_id,yi_r,vi_r,yi_d,vi_d,ni,country,weird,western,educated,industrialized,rich,democratic,mean_weird_score,online,analysis
csunorthonline,813,0.35435,0.00889,0.75316,0.04973,87,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hsee.1
fmkbelgrade,814,0.14638,0.00948,0.29326,0.0397,102,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Hsee.1
georgefox,815,0.28393,0.00608,0.58853,0.02986,140,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hsee.1
grazvienna,816,0.28585,0.00827,0.59898,0.04166,103,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hsee.1
hawaiion,817,0.34465,0.00642,0.7307,0.0352,122,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hsee.1
help,818,0.27634,0.00959,0.5692,0.04633,90,Malaysia,0,0,0.67,0.16,0,0.52,0.27,lab,Hsee.1
isb,819,0.086,0.00573,0.17166,0.02321,173,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Hsee.1
jmu,820,0.38375,0.00855,0.82163,0.05046,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hsee.1
jos,821,0.34558,0.00843,0.73824,0.04709,93,Nigeria,0,1,0.43,0.003,0,0.4,0.3665999999999999,lab,Hsee.1
kenyon,822,0.46796,0.00581,1.04899,0.04293,106,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hsee.1
krakowon,823,0.40173,0.00718,0.88491,0.0459,99,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Hsee.1
kwazulu,824,0.49799,0.00764,1.14136,0.0628,75,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,lab,Hsee.1
loyola,825,0.43145,0.00229,0.95547,0.01543,290,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hsee.1
lse,826,0.46972,0.00547,1.06069,0.04115,112,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Hsee.1
mcdanielonline,827,0.30359,0.00515,0.64703,0.02723,161,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hsee.1
metu,828,0.34894,0.00632,0.73982,0.03485,123,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Hsee.1
moralsense,829,0.2847,0.00102,0.5937,0.00504,830,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hsee.1
mturk,830,0.48055,0.00176,1.09523,0.0137,337,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hsee.1
mturk_india,831,0.37202,0.00208,0.80113,0.01212,358,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Hsee.1
munich,832,0.53855,0.00607,1.26337,0.05715,84,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Hsee.1
munichon,833,0.46831,0.00287,1.05843,0.02153,213,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Hsee.1
northumbria,834,0.44677,0.00821,0.98992,0.05724,79,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Hsee.1
osnabruck,835,0.32593,0.0094,0.68442,0.04964,86,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Hsee.1
ouhk,836,0.44864,0.00967,0.99166,0.06737,67,"Hong Kong, China",0,0,0.77,0.08,0,0.74,0.31799999999999995,lab,Hsee.1
padua,837,0.42272,0.00865,0.92168,0.05608,79,Italy,1,1,0.79,0.5,1,0.72,0.8019999999999999,lab,Hsee.1
psualtoona,838,0.3713,0.00422,0.80942,0.02526,177,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hsee.1
puc,839,0.15987,0.01202,0.32144,0.05115,80,Chile,1,1,0.75,1,0,0.73,0.696,online,Hsee.1
queensland2,840,0.32035,0.00588,0.68367,0.03175,138,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Hsee.1
ritonline,841,0.36587,0.00883,0.77896,0.05027,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hsee.1
rotterdam,842,0.35571,0.01017,0.75533,0.05697,76,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Hsee.1
salford,843,0.41441,0.00679,0.90609,0.04362,102,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Hsee.1
seznam,844,0.49052,0.00695,1.1126,0.05501,84,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Hsee.1
seznamon,845,0.45739,0.00534,1.02125,0.03841,118,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Hsee.1
simmons,846,0.55132,0.0051,1.30782,0.05057,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hsee.1
swps,847,0.63474,0.00405,1.62935,0.06014,89,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Hsee.1
tamu,848,0.45132,0.00764,1.00976,0.05468,84,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hsee.1
tamucc,849,0.49931,0.0064,1.18737,0.056710000000000003,89,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hsee.1
tanzania,850,0.24564,0.01472,0.49904,0.06777,61,Tanzania,0,1,0.43,0.003,0,0.5,0.38659999999999994,lab,Hsee.1
tilburg,851,0.44512,0.00857,0.98236,0.05913,76,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Hsee.1
tilburgcaf,852,0.43552,0.00821,0.96454,0.05605,81,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Hsee.1
ulatina,853,0.16752,0.00454,0.33886,0.01949,209,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Hsee.1
umich,854,0.40512,0.00822,0.88184,0.05167,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hsee.1
uned,855,0.35266,0.00902,0.74575,0.04985,86,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Hsee.1
unswonline,856,0.49916,0.00587,1.14022,0.04794,97,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Hsee.1
vcu,857,0.42026,0.00714,0.9166,0.04604,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hsee.1
vuw,858,0.23343,0.00903,0.47616000000000003,0.04128,100,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Hsee.1
westernkentucky,859,0.37353,0.00463,0.80221,0.02696,161,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hsee.1
yale,860,0.44647,0.00228,0.99447,0.01594,282,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hsee.1
amity,861,-0.0277,0.00636,-0.05514,0.02539,158,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Gray.1
amityon,862,0.09271,0.02091,0.18247,0.08383,48,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Gray.1
armstrong,863,0.50729,0.00657,1.17325,0.05596,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gray.1
aus2,864,0.57527,0.00251,1.39979,0.02785,179,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Gray.1
badaniaon,865,0.36732,0.01782,0.77314,0.10043,43,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Gray.1
bogota,866,0.29862,0.00821,0.62263,0.0415,102,Colombia,0,1,0.6,0.05,0,0.6,0.45,lab,Gray.1
brookcuny,867,0.64564,0.00188,1.68665,0.02992,182,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gray.1
carleton,868,0.46911,0.00507,1.05793,0.03796,121,Canada,1,1,0.85,0.45,1,0.79,0.818,online,Gray.1
cas,869,0.52085,0.0113,1.20403,0.09976,48,China,0,0,0.61,0.08,0,0.74,0.286,lab,Gray.1
csunorthonline,870,0.42727,0.00777,0.93479,0.05105,87,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gray.1
fmkbelgrade,871,0.63171,0.00351,1.61672,0.05116,104,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Gray.1
georgefox,872,0.31457,0.00593,0.65804,0.03056,138,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gray.1
grazvienna,873,0.35207,0.00752,0.745,0.04153,103,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gray.1
hawaiion,874,0.30514,0.00674,0.63918,0.03455,123,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gray.1
help,875,0.25516,0.00982,0.52397,0.04632,90,Malaysia,0,0,0.67,0.16,0,0.52,0.27,lab,Gray.1
isb,876,0.24714,0.00479,0.50859,0.02243,185,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Gray.1
jmu,877,0.49859,0.00664,1.1397,0.05429,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gray.1
jos,878,0.47539,0.00637,1.0765,0.04878,95,Nigeria,0,1,0.43,0.003,0,0.4,0.3665999999999999,lab,Gray.1
kenyon,879,0.46064,0.00591,1.03106,0.04297,106,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gray.1
krakowon,880,0.34955,0.00786,0.74167,0.04352,99,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Gray.1
kwazulu,881,0.24547,0.01177,0.50411,0.05523,76,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,lab,Gray.1
louvain,882,0.43349,0.00653,0.95423,0.04382,102,Belgium,1,1,0.81,0.4531,1,0.82,0.81662,lab,Gray.1
loyola,883,0.52601,0.00179,1.23282,0.01625,293,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gray.1
lse,884,0.47074,0.00546,1.05753,0.04071,112,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Gray.1
mcdanielonline,885,0.4217,0.00425,0.92433,0.02767,160,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gray.1
metu,886,0.67499,0.00237,1.82989,0.04555,126,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Gray.1
moralsense,887,0.46335,7.4e-4,1.04627,0.00544,839,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gray.1
mturk,888,0.5672,0.00137,1.37575,0.01476,336,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gray.1
mturk_india,889,0.43792,0.00182,0.97406,0.01249,360,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Gray.1
munich,890,0.41001,0.00844,0.88875,0.05301,83,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Gray.1
munichon,891,0.42144,0.00319,0.92509,0.02079,213,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Gray.1
northumbria,892,0.47144,0.00775,1.06592,0.05883,79,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Gray.1
osnabruck,893,0.3306,0.00933,0.69314,0.04941,86,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Gray.1
ouhk,894,0.33888,0.01169,0.71752,0.06391,68,"Hong Kong, China",0,0,0.77,0.08,0,0.74,0.31799999999999995,lab,Gray.1
padua,895,0.37791,0.00942,0.81123,0.05546,79,Italy,1,1,0.79,0.5,1,0.72,0.8019999999999999,lab,Gray.1
pascal,896,0.40767,0.00397,0.88874,0.02502,176,France,1,1,0.82,0.38,1,0.79,0.7979999999999999,online,Gray.1
psualtoona,897,0.53117,0.00293,1.24771,0.02703,177,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gray.1
puc,898,0.57336,0.00563,1.38317,0.06126,81,Chile,1,1,0.75,1,0,0.73,0.696,online,Gray.1
queensland2,899,0.46079,0.0045,1.03412,0.03281,139,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Gray.1
radboud,900,0.66475,0.01074,1.7193,0.1826,30,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Gray.1
ritonline,901,0.31945,0.00949,0.67536,0.05043,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gray.1
rotterdam,902,0.5239,0.00693,1.23777,0.06395,77,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Gray.1
salford,903,0.49382,0.00561,1.12603,0.04508,103,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Gray.1
seznam,904,0.49955,0.00679,1.14242,0.05563,84,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Gray.1
seznamon,905,0.4685,0.00521,1.05536,0.03886,118,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Gray.1
simmons,906,0.36870000000000003,0.00786,0.78651,0.04505,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gray.1
swps,907,0.2573,0.00991,0.52681,0.04655,89,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Gray.1
tamu,908,0.38748,0.0086,0.83213,0.0513,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gray.1
tamucc,909,0.56187,0.00532,1.34386,0.05514,89,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gray.1
tanzania,910,0.16909,0.01408,0.33818,0.05972,68,Tanzania,0,1,0.43,0.003,0,0.5,0.38659999999999994,lab,Gray.1
tilburg,911,0.62762,0.00391,1.59539,0.05551,95,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Gray.1
tilburgcaf,912,0.68424,0.00354,1.85678,0.07085,81,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Gray.1
ulatina,913,0.25571,0.00418,0.53055,0.02001,210,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Gray.1
umich,914,0.56609,0.00543,1.3815,0.05928,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gray.1
uned,915,0.39802,0.00833,0.86917,0.05217,86,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Gray.1
unswonline,916,0.55204,0.00509,1.31055,0.05063,96,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Gray.1
vcu,917,0.52556,0.00551,1.22497,0.04965,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gray.1
vuw,918,0.48108,0.00597,1.08843,0.04607,100,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Gray.1
westernkentucky,919,0.46348,0.00383,1.0461,0.02838,162,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gray.1
yale,920,0.46093,0.00221,1.04363,0.01635,282,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gray.1
amity,921,0.00485,0.0069,0.00965,0.02744,146,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Zhong.1
amityon,922,0.21502,0.02332,0.43135,0.10334,40,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Zhong.1
armstrong,923,0.09581,0.01227,0.1919,0.05054,81,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zhong.1
aus2,924,0.02893,0.00577,0.05855,0.0238,174,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Zhong.1
brookcuny,925,0.10708,0.00603,0.21456,0.02479,163,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zhong.1
carleton,926,0.15602,0.00907,0.31297,0.03821,106,Canada,1,1,0.85,0.45,1,0.79,0.818,online,Zhong.1
cas,927,-0.06385,0.02156,-0.12662,0.08721,47,China,0,0,0.61,0.08,0,0.74,0.286,lab,Zhong.1
csunorthonline,928,-0.09682,0.01168,-0.19227,0.04728,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zhong.1
fmkbelgrade,929,0.22457,0.00884,0.4601,0.04049,103,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Zhong.1
georgefox,930,-0.02812,0.00799,-0.05588,0.03183,126,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zhong.1
grazvienna,931,0.0372,0.01028,0.07469,0.04196,98,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zhong.1
hawaiion,932,-0.11997,0.00908,-0.23944,0.0373,108,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zhong.1
help,933,-0.12628,0.01126,-0.25247000000000003,0.04664,87,Malaysia,0,0,0.67,0.16,0,0.52,0.27,lab,Zhong.1
isb,934,0.0089,0.00971,0.01765,0.03859,104,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Zhong.1
jmu,935,0.24441,0.01163,0.49756,0.05356,77,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zhong.1
kenyon,936,-0.0209,0.00952,-0.0416,0.03808,106,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zhong.1
kwazulu,937,0.06324,0.0155,0.12491,0.06179,65,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,lab,Zhong.1
louvain,938,-0.15999,0.00949,-0.32677,0.04159,101,Belgium,1,1,0.81,0.4531,1,0.82,0.81662,lab,Zhong.1
loyola,939,-0.02473,0.00348,-0.04931,0.01389,288,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zhong.1
lse,940,0.08872,0.00911,0.17687,0.03699,109,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Zhong.1
mcdanielonline,941,-0.14211,0.00653,-0.28542,0.02735,148,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zhong.1
metu,942,-0.02674,0.00876,-0.05306,0.03482,115,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Zhong.1
moralsense,943,-0.0642,0.00138,-0.1285,0.00557,720,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zhong.1
mturk,944,-0.05071,0.00298,-0.10149,0.01201,335,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zhong.1
mturk_india,945,0.00112,0.00321,0.00224,0.01278,313,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Zhong.1
munich,946,0.04668,0.01229,0.09235,0.04886,82,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Zhong.1
munichon,947,0.00127,0.00503,0.00255,0.0202,200,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Zhong.1
northumbria,948,0.00335,0.01299,0.00662,0.05142,78,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Zhong.1
osnabruck,949,-0.00169,0.01205,-0.00335,0.04773,84,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Zhong.1
padua,950,0.05809,0.01273,0.11512,0.05092,79,Italy,1,1,0.79,0.5,1,0.72,0.8019999999999999,lab,Zhong.1
pascal,951,-0.02185,0.0064,-0.04362,0.02572,157,France,1,1,0.82,0.38,1,0.79,0.7979999999999999,online,Zhong.1
psualtoona,952,0.0269,0.00581,0.05352,0.02314,173,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zhong.1
puc,953,-1.1e-4,0.01316,-2.2e-4,0.054,77,Chile,1,1,0.75,1,0,0.73,0.696,online,Zhong.1
queensland2,954,-0.04654,0.00743,-0.0927,0.02979,135,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Zhong.1
ritonline,955,-0.21339,0.01265,-0.43085,0.05608,73,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zhong.1
rotterdam,956,0.09056,0.01347,0.17966,0.05443,74,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Zhong.1
salford,957,0.18093,0.00955,0.37267,0.04301,99,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Zhong.1
seznam,958,0.04074,0.01215,0.08057,0.04824,83,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Zhong.1
seznamon,959,-0.05131,0.00873,-0.10274,0.03543,115,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Zhong.1
simmons,960,-0.02745,0.01135,-0.05448,0.04524,89,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zhong.1
tamu,961,0.23994,0.01057,0.48932,0.04863,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zhong.1
tamucc,962,-0.03182,0.0116,-0.06303,0.04615,87,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zhong.1
tilburg,963,0.02485,0.01063,0.0494,0.0425,95,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Zhong.1
tilburgcaf,964,-0.11498,0.01265,-0.22919,0.05192,78,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Zhong.1
ulatina,965,0.12829,0.00608,0.2576,0.02531,160,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Zhong.1
umich,966,0.19474,0.01129,0.3923,0.04913,83,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zhong.1
uned,967,-0.15479,0.01162,-0.31997,0.05211,83,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Zhong.1
unswonline,968,-0.02413,0.01074,-0.04777,0.04258,94,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Zhong.1
vcu,969,0.11959,0.01045,0.24103,0.04383,94,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zhong.1
vuw,970,-0.04096,0.01049,-0.08115,0.04172,96,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Zhong.1
westernkentucky,971,0.14679,0.0063,0.295,0.02646,153,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zhong.1
yale,972,-0.10631,0.00357,-0.21306,0.01463,275,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zhong.1
amity,973,-0.14916,0.00598,-0.3018,0.02562,158,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Shafir.1
aus2,974,-0.02264,0.00561,-0.04543,0.02262,178,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Shafir.1
bogota,975,-0.09805,0.00957,-0.19705,0.03941,102,Colombia,0,1,0.6,0.05,0,0.6,0.45,lab,Shafir.1
brookcuny,976,-0.11004,0.00533,-0.22177,0.02218,182,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Shafir.1
carleton,977,-0.08905,0.0081,-0.18276,0.03467,121,Canada,1,1,0.85,0.45,1,0.79,0.818,online,Shafir.1
csunorthonline,978,-0.13726,0.01084,-0.2783,0.04627,88,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Shafir.1
georgefox,979,0.01389,0.00724,0.02779,0.02899,138,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Shafir.1
grazvienna,980,0,0.0098,0,0.03935,102,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Shafir.1
hawaiion,981,0.00742,0.00813,0.01484,0.03252,123,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Shafir.1
help,982,-0.08897,0.01089,-0.17865,0.04462,90,Malaysia,0,0,0.67,0.16,0,0.52,0.27,lab,Shafir.1
isb,983,-0.01979,0.00537,-0.03971,0.02163,186,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Shafir.1
jmu,984,-0.07155,0.01148,-0.14351,0.04666,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Shafir.1
kenyon,985,0.12906,0.00905,0.26072,0.03818,106,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Shafir.1
krakowon,986,-0.04578,0.01005,-0.09245,0.04116,99,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Shafir.1
loyola,987,-0.08657,0.00335,-0.17477,0.01386,293,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Shafir.1
lse,988,-0.01895,0.00892,-0.03865,0.03715,112,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Shafir.1
mcdanielonline,989,-0.13204,0.00602,-0.26655,0.02541,159,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Shafir.1
metu,990,0.0107,0.00793,0.0215,0.03204,126,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Shafir.1
moralsense,991,-0.00868,0.0012,-0.01736,0.00482,831,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Shafir.1
mturk,992,-0.04245,0.00294,-0.08554,0.01197,339,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Shafir.1
mturk_india,993,-0.10504,0.00269,-0.21269,0.01126,362,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Shafir.1
munichon,994,-0.01968,0.00476,-0.03943,0.01911,210,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Shafir.1
northumbria,995,-0.16376,0.01183,-0.33224,0.0514,79,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Shafir.1
ouhk,996,0.08387,0.01445,0.16899,0.0595,68,"Hong Kong, China",0,0,0.77,0.08,0,0.74,0.31799999999999995,lab,Shafir.1
pascal,997,-0.28827,0.00468,-0.60274,0.02436,172,France,1,1,0.82,0.38,1,0.79,0.7979999999999999,online,Shafir.1
psualtoona,998,-0.19491,0.00513,-0.39745,0.02305,177,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Shafir.1
puc,999,-0.05521,0.01225,-0.11081,0.04965,81,Chile,1,1,0.75,1,0,0.73,0.696,online,Shafir.1
queensland2,1000,-0.17721,0.00664,-0.36034,0.02928,139,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Shafir.1
salford,1001,-0.07146,0.00978,-0.1433,0.03971,101,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Shafir.1
seznam,1002,-0.09201,0.01194,-0.18755,0.05046,82,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Shafir.1
seznamon,1003,-0.06499,0.00846,-0.13029,0.03428,117,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Shafir.1
simmons,1004,0.07178,0.01028,0.14443,0.04207,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Shafir.1
tamu,1005,-0.0089,0.01176,-0.0178,0.04712,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Shafir.1
tilburgcaf,1006,0.15885,0.01158,0.32202,0.05009,81,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Shafir.1
ulatina,1007,-0.21233,0.00422,-0.43516,0.01946,211,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Shafir.1
umich,1008,-0.0279,0.01161,-0.05607,0.04694,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Shafir.1
unswonline,1009,0.11144,0.00999,0.22526,0.04186,97,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Shafir.1
vcu,1010,0.04002,0.01038,0.08054,0.04216,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Shafir.1
vuw,1011,-0.00646,0.01,-0.01296,0.04026,100,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Shafir.1
westernkentucky,1012,0.04105,0.00615,0.08233,0.02481,162,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Shafir.1
yale,1013,-0.00385,0.00353,-0.0077,0.01413,283,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Shafir.1
amity,1014,0.06907,0.00639,0.13873,0.02613,156,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Knobe.1
